700	0	-3.04	2.96	2.96
700.1	0	2.66	2.96	3.06
700.2	0	2.76	3.06	3.06
700.3	0	2.76	-3.04	-3.04
700.4	0	2.76	-3.04	-3.04
700.5	0	2.76	-3.04	-3.04
700.6	0	2.86	-3.04	-3.04
700.7	0	2.86	-2.94	-2.94
700.8	0	-3.04	-2.94	-2.94
700.9	0	-2.84	-3.04	-3.04
701	0	2.96	-3.04	-3.04
701.1	0	2.96	-2.84	-2.84
701.2	0	2.96	-2.84	-2.84
701.3	0	-2.84	-2.94	-2.84
701.4	0	3.06	-2.94	-2.94
701.5	0	-2.64	-2.74	-2.74
701.6	0	3.06	-2.74	-2.74
701.7	0	-2.54	-2.84	-2.74
701.8	0	-2.74	-2.84	-2.84
701.9	0	-2.54	-2.84	-2.64
702	0	-2.64	-2.84	-2.64
702.1	0	-3.04	-2.64	-2.64
702.2	0	-2.64	-2.74	-2.64
702.3	0	-3.04	-2.74	-2.54
702.4	0	-2.94	-2.74	-2.74
702.5	0	-2.94	-2.54	-2.54
702.6	0	-2.44	-2.64	-2.54
702.7	0	-2.94	-2.64	-2.64
702.8	0	-2.84	-2.64	-2.64
702.9	0	-2.84	-2.64	-2.44
703	0	-2.74	-2.44	-2.44
703.1	0	-2.34	-2.54	-2.54
703.2	0	-2.74	-2.54	-2.54
703.3	0	-2.74	-2.54	-2.54
703.4	0	-2.74	-2.34	-2.34
703.5	0	-2.24	-2.44	-2.44
703.6	0	-2.64	-2.44	-2.44
703.7	0	-2.64	-2.44	-2.44
703.8	0	-2.64	-2.44	-2.44
703.9	0	-2.04	-2.24	-2.34
704	0	-2.54	-2.34	-2.34
704.1	0	-2.04	-2.34	-2.34
704.2	0	-2.04	-2.34	-2.04
704.3	0	-2.44	-2.14	-2.24
704.4	0	-1.84	-2.24	-2.24
704.5	0	-1.94	-2.24	-2.24
704.6	0	-1.94	-2.24	-2.24
704.7	0	-1.84	-2.04	-2.14
704.8	0	-1.94	-2.24	-2.24
704.9	0	-2.34	-2.14	-2.14
705	0	-1.84	-2.14	-2.14
705.1	0	-2.24	-2.14	-2.14
705.2	0	-1.74	-2.14	-2.14
705.3	0	-2.24	-2.04	-2.04
705.4	0	-1.64	-2.04	-2.04
705.5	0	-1.64	-2.04	-2.04
705.6	0	-1.64	-1.84	-2.04
705.7	0	-1.64	-1.94	-1.94
705.8	0	-1.54	-1.94	-1.94
705.9	0	-1.64	-1.94	-1.94
706	0	-1.54	-1.74	-1.94
706.1	0	-1.54	-1.84	-1.84
706.2	0	-1.44	-1.84	-1.84
706.3	0	-1.44	-1.84	-1.84
706.4	0	-1.74	-1.64	-1.84
706.5	0	-1.34	-1.74	-1.74
706.6	0	-1.34	-1.74	-1.74
706.7	0	-1.34	-1.54	-1.74
706.8	0	-1.24	-1.54	-1.74
706.9	0	-1.24	-1.64	-1.64
707	0	-1.24	-1.64	-1.64
707.1	0	-1.54	-1.64	-1.54
707.2	0	-1.24	-1.54	-1.54
707.3	0	-1.14	-1.54	-1.54
707.4	0	-1.14	-1.54	-1.54
707.5	0	-1.74	-1.34	-0.94
707.6	0	-1.14	-1.24	-1.44
707.7	0	-1.04	-1.24	-1.44
707.8	0	-1.04	-1.24	-1.44
707.9	0	-1.04	-1.34	-1.34
708	0	-0.94	-1.34	-1.34
708.1	0	-0.94	-1.34	-1.34
708.2	0	-0.94	-1.34	-1.24
708.3	0	-0.84	-1.24	-1.24
708.4	0	-0.84	-1.24	-1.24
708.5	0	-0.84	-1.04	-0.64
708.6	0	-0.74	-1.14	-0.64
708.7	0	-0.74	-0.94	-0.94
708.8	0	-0.74	-1.04	-1.04
708.9	0	-0.64	-1.04	-0.64
709	0	-0.64	-0.84	-0.94
709.1	0	-0.64	-1.04	-1.04
709.2	0	-0.54	-0.94	-0.54
709.3	0	-0.54	-0.74	-0.84
709.4	0	-0.54	-0.94	-0.94
709.5	0	-0.44	-0.94	-0.44
709.6	0	-0.44	-0.64	-0.74
709.7	0	-0.44	-0.84	-0.84
709.8	0	-0.34	-0.74	-0.24
709.9	0	-0.34	-0.74	-0.24
710	0	-0.34	-0.74	-0.74
710.1	0	-0.34	-0.74	-0.34
710.2	0	-0.24	-0.64	-0.24
710.3	0	-0.24	-0.64	-0.14
710.4	0	-0.24	-0.64	-0.24
710.5	0	-0.14	-0.54	-0.04
710.6	0	-0.14	-0.44	-0.04
710.7	0	-0.14	-0.44	-0.14
710.8	0	-0.04	-0.44	-0.04
710.9	0	-0.04	-0.44	-0.04
711	0	-0.04	-0.34	0.06
711.1	0	-0.04	-0.34	-0.04
711.2	0	0.06	-0.34	-0.34
711.3	0	0.06	-0.34	0.06
711.4	0	0.06	-0.14	0.16
711.5	0	0.06	-0.24	-0.24
711.6	0	0.16	-0.24	0.16
711.7	0	0.16	-0.14	0.16
711.8	0	0.16	-0.14	0.26
711.9	0	0.16	-0.14	-0.14
712	0	0.26	-0.14	0.26
712.1	0	0.26	-0.04	0.26
712.2	0	0.26	-0.04	0.26
712.3	0	0.36	-0.04	-0.04
712.4	0	0.36	0.16	0.36
712.5	0	0.36	0.06	0.36
712.6	0	0.36	0.06	0.36
712.7	0	0.36	0.06	0.06
712.8	0	0.66	0.06	0.46
712.9	0	0.46	0.16	0.46
713	0	0.46	0.16	0.16
713.1	0	0.46	0.16	0.16
713.2	0	0.46	0.36	0.56
713.3	0	0.56	0.26	0.56
713.4	0	0.56	0.26	0.26
713.5	0	0.56	0.26	0.56
713.6	0	0.56	0.46	0.56
713.7	0	0.66	0.36	0.66
713.8	0	0.66	0.36	0.66
713.9	0	0.66	0.36	0.36
714	0	0.66	0.36	0.36
714.1	0	0.66	0.56	0.46
714.2	0	0.76	0.46	0.76
714.3	0	0.76	0.46	0.46
714.4	0	0.76	0.46	0.46
714.5	0	0.76	0.46	0.76
714.6	0	0.76	0.56	0.86
714.7	0	0.86	0.56	0.86
714.8	0	0.96	0.56	0.56
714.9	0	0.86	0.56	0.56
715	0	0.86	0.76	0.86
715.1	0	0.86	0.66	0.66
715.2	0	0.96	0.66	0.96
715.3	0	0.96	0.66	0.66
715.4	0	0.96	0.66	0.66
715.5	0	0.96	0.86	0.96
715.6	0	0.96	0.76	0.76
715.7	0	1.06	0.76	1.06
715.8	0	1.06	0.76	0.76
715.9	0	1.06	0.76	0.76
716	0	1.06	0.96	0.76
716.1	0	0.76	0.86	0.86
716.2	0	0.76	0.86	0.86
716.3	0	1.16	0.86	0.86
716.4	0	1.16	0.86	0.86
716.5	0	0.86	1.06	0.86
716.6	0	0.86	0.96	0.96
716.7	0	0.86	0.96	1.06
716.8	0	1.26	0.96	0.96
716.9	0	1.26	1.16	0.96
717	0	0.96	1.06	0.96
717.1	0	0.96	1.16	1.16
717.2	0	0.96	1.06	1.06
717.3	0	1.36	1.06	1.06
717.4	0	1.06	1.26	1.06
717.5	0	1.06	1.26	1.16
717.6	0	1.06	1.16	1.26
717.7	0	1.06	1.16	1.16
717.8	0	0.76	1.36	1.16
717.9	0	1.16	1.26	1.16
718	0	1.16	1.26	1.46
718.1	0	1.16	1.26	1.26
718.2	0	1.16	1.26	1.26
718.3	0	1.26	1.46	1.26
718.4	0	1.26	1.36	1.26
718.5	0	1.26	1.36	1.26
718.6	0	1.26	1.56	1.36
718.7	0	1.66	1.46	1.46
718.8	0	1.36	1.46	1.36
718.9	0	1.36	1.56	1.36
