0.4	1	0.844593
0.1	1	0.217354
0	1	0.154838
0.7	1	0.87712
0.4	1	0.869116
0	1	0.189262
0.3	1	0.804981
0.8	1	0.826851
0.2	1	0.809565
0.7	1	0.794082
0.1	1	0.418666
0.3	1	0.802695
0.2	1	0.570127
1	1	0.802079
0.1	1	0.356651
0.8	1	0.844495
0.6	1	0.729061
0.9	1	0.861932
0.9	1	0.858699
0.5	1	0.78618
0.6	1	0.806864
0.4	1	0.885306
0.5	1	0.791214
1	1	0.801737
0.8	1	0.773587
0.9	1	0.736377
0.5	1	0.855505
0.4	1	0.758189
0.8	1	0.850956
0	1	0.143813
0.2	1	0.787816
0.3	1	0.835883
0.1	1	0.549242
0.3	1	0.793714
1	1	0.839309
1	1	0.866105
0.9	1	0.869711
0.7	1	0.889146
0.6	1	0.833775
0.1	1	0.21481
0.1	1	0.606864
0	1	0.224529
0.7	1	0.850978
0.4	1	0.843006
0.6	1	0.816302
0.4	1	0.81638
0.2	1	0.698132
0.5	1	0.76817
0.9	1	0.811317
0.9	1	0.903533
0	1	0.117832
0.5	1	0.789707
1	1	0.880861
0.6	1	0.824466
0.7	1	0.816268
0.8	1	0.83446
0.6	1	0.848326
0	1	0.231763
0.3	1	0.820983
0.2	1	0.535931
1	1	0.863152
0.2	1	0.709746
0.5	1	0.870245
0.3	1	0.729626
0.1	1	0.765059
0	1	0.258199
0.4	1	0.830946
0.7	1	0.861139
0.8	1	0.88384
0.8	1	0.79835
0.5	1	0.820414
1	1	0.855617
0.7	1	0.781657
0	1	0.154982
0.7	1	0.837716
0.4	1	0.804816
0.8	1	0.830933
0.3	1	0.839541
0.6	1	0.834534
0.3	1	0.847842
0	1	0.169255
1	1	0.79611
0.6	1	0.709548
0.9	1	0.718115
0.2	1	0.636303
0.2	1	0.856577
0.5	1	0.779396
0.1	1	0.293992
0.9	1	0.860767
0.5	1	0.752248
0.2	1	0.617568
0.7	1	0.777223
0.2	1	0.81675
0.8	1	0.841682
0.3	1	0.833901
0.9	1	0.842129
0.4	1	0.791652
0	1	0.31889
1	1	0.850495
0.4	1	0.883246
0.1	1	0.671125
0.6	1	0.810653
0.8	1	0.777743
1	1	0.883512
0.3	1	0.804824
0.9	1	0.810523
0.5	1	0.840952
0.7	1	0.8081
0.6	1	0.82423
0.1	1	0.56484
static
0.9	1	0.796792
1	1	0.836683
1	1	0.821549
0.3	1	0.416058
0.9	1	0.687566
0.8	1	0.818757
0.6	1	0.736952
0	1	0.100371
0.8	1	0.795655
0.7	1	0.632101
0.1	1	0.171738
0.4	1	0.211683
0.6	1	0.569339
0.7	1	0.622455
0	1	0.16365
0.4	1	0.291466
0	1	0.250124
0.1	1	0.179937
0.5	1	0.664437
0	1	0.371481
0.5	1	0.649718
0.4	1	0.411696
0.7	1	0.692409
0.2	1	0.297103
0	1	0.247379
0.1	1	0.1999
0.5	1	0.487592
0.8	1	0.866416
0	1	0.157849
0.3	1	0.213993
0.2	1	0.246814
0.9	1	0.771582
0.2	1	0.301379
0.6	1	0.54008
0.7	1	0.669812
0.9	1	0.827467
0.9	1	0.782207
0.4	1	0.455263
0	1	0.189663
0.6	1	0.602571
0.1	1	0.230498
1	1	0.873296
1	1	0.854573
0.8	1	0.732006
0.1	1	0.195685
0.5	1	0.736657
0	1	0.360942
0.1	1	0.237
1	1	0.839435
0.4	1	0.28555
0.5	1	0.669179
0.6	1	0.807256
0.4	1	0.170409
0.9	1	0.821138
0.7	1	0.684527
0.5	1	0.616787
0.8	1	0.757534
0.8	1	0.726795
0.3	1	0.356805
0.1	1	0.507469
0.2	1	0.249237
0.2	1	0.326331
0.6	1	0.543575
0.7	1	0.663897
0.7	1	0.615216
1	1	0.830923
0.1	1	0.105712
0.1	1	0.428685
0.9	1	0.751652
0.8	1	0.764028
0.4	1	0.555252
0.7	1	0.638711
0.2	1	0.231699
0.6	1	0.724831
0.2	1	0.314597
0	1	0.253084
0.3	1	0.295553
0.3	1	0.436734
0.2	1	0.256639
0.3	1	0.195989
0.4	1	0.471095
0.9	1	0.75516
0.3	1	0.433898
0.8	1	0.71653
1	1	0.819842
1	1	0.830542
0.6	1	0.675006
0.8	1	0.779583
1	1	0.872194
0.3	1	0.139066
0.5	1	0.450625
0.3	1	0.458229
0.3	1	0.476997
0.2	1	0.247691
0.5	1	0.235268
0	1	0.151088
0.1	1	0.24199
0.7	1	0.685957
1	1	0.830911
0.9	1	0.801751
0.9	1	0.766606
0.6	1	0.743414
0.8	1	0.750248
0.4	1	0.308767
0.7	1	0.694619
0.6	1	0.761833
0.5	1	0.357941
0.2	1	0.178766
0.5	1	0.211558
0.4	1	0.49907
