20	1	0.001	0	0.15	0.15	0.961718	0.24359	0.42644
20	1	0.001	0.01	0.15	0.15	0.94183	0.462096	0.626163
30	1	0.001	0	0.15	0.15	0.964023	0.316062	0.455207
30	1	0.001	0.01	0.15	0.15	0.950426	0.566635	0.699918
40	1	0.001	0	0.15	0.15	0.985974	0.397534	0.534828
40	1	0.001	0.01	0.15	0.15	0.982815	0.854294	0.897527
50	1	0.001	0	0.15	0.15	0.980926	0.466666	0.586442
50	1	0.001	0.01	0.15	0.15	0.981954	0.947272	0.95783
60	1	0.001	0	0.15	0.15	0.984692	0.537642	0.602941
60	1	0.001	0.01	0.15	0.15	0.988719	0.971919	0.976746
70	1	0.001	0	0.15	0.15	0.981924	0.607006	0.688686
80.1	1	0.001	0	0.15	0.15	0.979397	0.664606	0.701986
70	1	0.001	0.01	0.15	0.15	0.987331	0.976643	0.977816
90.1	1	0.001	0	0.15	0.15	0.98445	0.70847	0.765598
80.1	1	0.001	0.01	0.15	0.15	0.98767	0.976851	0.979523
100.1	1	0.001	0	0.15	0.15	0.978119	0.737697	0.783886
90.1	1	0.001	0.01	0.15	0.15	0.989586	0.978036	0.980401
110.1	1	0.001	0	0.15	0.15	0.98633	0.75917	0.786821
100.1	1	0.001	0.01	0.15	0.15	0.986293	0.979905	0.980898
120.1	1	0.001	0	0.15	0.15	0.979381	0.779487	0.824459
110.1	1	0.001	0.01	0.15	0.15	0.991179	0.982342	0.984262
130.1	1	0.001	0	0.15	0.15	0.978695	0.800748	0.812955
120.1	1	0.001	0.01	0.15	0.15	0.987629	0.979929	0.981453
140.1	1	0.001	0	0.15	0.15	0.981256	0.826031	0.861316
130.1	1	0.001	0.01	0.15	0.15	0.988217	0.979351	0.981155
150.1	1	0.001	0	0.15	0.15	0.976589	0.848305	0.863389
160.1	1	0.001	0	0.15	0.15	0.986245	0.861212	0.88129
140.1	1	0.001	0.01	0.15	0.15	0.989023	0.980498	0.982282
170.1	1	0.001	0	0.15	0.15	0.978671	0.86425	0.891064
150.1	1	0.001	0.01	0.15	0.15	0.987167	0.97988	0.980797
180.1	1	0.001	0	0.15	0.15	0.981624	0.865788	0.871375
160.1	1	0.001	0.01	0.15	0.15	0.99129	0.981793	0.984255
190.1	1	0.001	0	0.15	0.15	0.980114	0.872028	0.899137
170.1	1	0.001	0.01	0.15	0.15	0.988424	0.981676	0.983311
200.1	1	0.001	0	0.15	0.15	0.97763	0.881468	0.887394
180.1	1	0.001	0.01	0.15	0.15	0.990899	0.980121	0.98204
210.1	1	0.001	0	0.15	0.15	0.984009	0.892708	0.913667
190.1	1	0.001	0.01	0.15	0.15	0.988059	0.97791	0.980564
220.1	1	0.001	0	0.15	0.15	0.977898	0.897678	0.914117
200.1	1	0.001	0.01	0.15	0.15	0.987005	0.979693	0.98027
230.1	1	0.001	0	0.15	0.15	0.986071	0.895237	0.904949
240.1	1	0.001	0	0.15	0.15	0.979948	0.892442	0.916758
210.1	1	0.001	0.01	0.15	0.15	0.989386	0.98074	0.983168
250.1	1	0.001	0	0.15	0.15	0.979427	0.893036	0.899053
220.1	1	0.001	0.01	0.15	0.15	0.986106	0.982038	0.982283
260.1	1	0.001	0	0.15	0.15	0.982066	0.898491	0.922048
230.1	1	0.001	0.01	0.15	0.15	0.991302	0.983038	0.984324
270.1	1	0.001	0	0.15	0.15	0.977768	0.905763	0.916313
240.1	1	0.001	0.01	0.15	0.15	0.98796	0.980191	0.982214
280.1	1	0.001	0	0.15	0.15	0.986797	0.910122	0.926389
250.1	1	0.001	0.01	0.15	0.15	0.988567	0.979978	0.9806
290.1	1	0.001	0	0.15	0.15	0.979705	0.906881	0.928279
260.1	1	0.001	0.01	0.15	0.15	0.988986	0.979508	0.982202
300.1	1	0.001	0	0.15	0.15	0.982601	0.902165	0.91114
270.1	1	0.001	0.01	0.15	0.15	0.986739	0.979438	0.979804
310	1	0.001	0	0.15	0.15	0.980887	0.901174	0.92591
320	1	0.001	0	0.15	0.15	0.978495	0.904597	0.914818
280.1	1	0.001	0.01	0.15	0.15	0.990924	0.981012	0.983597
330	1	0.001	0	0.15	0.15	0.984518	0.911451	0.932594
290.1	1	0.001	0.01	0.15	0.15	0.987156	0.980382	0.982242
340	1	0.001	0	0.15	0.15	0.978566	0.915172	0.932093
300.1	1	0.001	0.01	0.15	0.15	0.989294	0.97918	0.980382
350	1	0.001	0	0.15	0.15	0.986417	0.911964	0.925226
310	1	0.001	0.01	0.15	0.15	0.988426	0.97854	0.981445
360	1	0.001	0	0.15	0.15	0.980413	0.906978	0.930889
320	1	0.001	0.01	0.15	0.15	0.987283	0.978544	0.979166
370	1	0.001	0	0.15	0.15	0.979858	0.90503	0.916682
330	1	0.001	0.01	0.15	0.15	0.989642	0.980048	0.982853
380	1	0.001	0	0.15	0.15	0.982371	0.907753	0.932134
390	1	0.001	0	0.15	0.15	0.978101	0.913348	0.927552
340	1	0.001	0.01	0.15	0.15	0.987029	0.981368	0.982178
400	1	0.001	0	0.15	0.15	0.986954	0.918037	0.936462
350	1	0.001	0.01	0.15	0.15	0.992389	0.983072	0.984585
410	1	0.001	0	0.15	0.15	0.979936	0.915118	0.93664
360	1	0.001	0.01	0.15	0.15	0.987917	0.981597	0.983425
420	1	0.001	0	0.15	0.15	0.982744	0.909594	0.923353
370	1	0.001	0.01	0.15	0.15	0.98767	0.980161	0.980249
430	1	0.001	0	0.15	0.15	0.981081	0.90747	0.932553
380	1	0.001	0.01	0.15	0.15	0.989371	0.979586	0.982358
440	1	0.001	0	0.15	0.15	0.97868	0.908955	0.923714
390	1	0.001	0.01	0.15	0.15	0.986923	0.980804	0.981067
450	1	0.001	0	0.15	0.15	0.984509	0.914787	0.937482
400	1	0.001	0.01	0.15	0.15	0.991033	0.982722	0.984809
460	1	0.001	0	0.15	0.15	0.97864	0.919288	0.937502
470	1	0.001	0	0.15	0.15	0.986553	0.917142	0.933748
410	1	0.001	0.01	0.15	0.15	0.986672	0.981763	0.982979
480	1	0.001	0	0.15	0.15	0.980461	0.911558	0.93544
420	1	0.001	0.01	0.15	0.15	0.988184	0.980935	0.980783
490	1	0.001	0	0.15	0.15	0.979955	0.908596	0.924646
430	1	0.001	0.01	0.15	0.15	0.986605	0.979914	0.981858
440	1	0.001	0.01	0.15	0.15	0.985024	0.979546	0.978697
450	1	0.001	0.01	0.15	0.15	0.98846	0.979967	0.982511
460	1	0.001	0.01	0.15	0.15	0.986042	0.980697	0.981546
470	1	0.001	0.01	0.15	0.15	0.990919	0.981677	0.983203
480	1	0.001	0.01	0.15	0.15	0.988482	0.980134	0.9827
490	1	0.001	0.01	0.15	0.15	0.988687	0.980326	0.980322
