0.0,0.640001,0.678139,0.760351,0.654145,0.672321,0.700366,0.623947,0.487015,0.560074,0.712885
0.1,0.816494,0.688427,0.661558,0.782289,0.813509,0.683737,0.807776,0.777219,0.799984,0.772535
0.2,0.839714,0.878368,0.762927,0.737222,0.771388,0.762739,0.858453,0.835383,0.692072,0.802766
0.3,0.843302,0.883917,0.874608,0.858384,0.849862,0.913407,0.866734,0.901061,0.90008,0.895266
0.4,0.907584,0.9208,0.892235,0.923349,0.930354,0.92558,0.880115,0.823914,0.728637,0.852542
0.5,0.931371,0.925753,0.934722,0.938859,0.946544,0.933528,0.954428,0.911443,0.940537,0.939754
0.6,0.955564,0.920478,0.901455,0.942359,0.960261,0.947556,0.947799,0.885598,0.888814,0.961663
0.7,0.9653,0.947392,0.962807,0.955109,0.971684,0.96093,0.968522,0.96972,0.974562,0.97112
0.8,0.970963,0.977242,0.968468,0.967678,0.971943,0.978215,0.96562,0.962906,0.976749,0.975872
0.9,0.985621,0.977173,0.986455,0.966147,0.990256,0.990855,0.988831,0.976785,0.98845,0.979232
1.0,0.996544,0.98256,0.996323,0.99665,0.995392,0.995102,0.994181,0.995499,0.996465,0.993106
