2000.1	1845.8	1844	1844.9
0	1846.1	1844.3	1845.3
0	1870	1844.8	1845.6
0	1894	1845.2	1869.8
0	1918.2	1867.8	1893.3
0	1918.8	1869.1	1893.7
0	1942.1	1869.3	1917.8
0	1942.4	1869.5	1942
0	1942.6	1891.9	1966.2
0	1943	1892.3	1990.3
0	1943.2	1892.7	2009
0	1966.7	1917	2033.8
0	1967	1917.4	2034.1
0	1967.4	1917.7	2058.5
0	2009	1940.4	2082.3
0	2033.6	1940.7	2082.7
0	2057.8	1941.6	2083
0	2082.3	1964.5	2083.4
0	2106.6	1964.8	2106.8
0	2130.7	1965.2	2130.6
0	2131	1965.5	2131
0	2155.2	1965.9	2131.9
0	2155.4	1988.7	2155.1
0	2155.6	1988.9	2155.4
0	2155.8	1989.2	2179.5
0	2179.4	2012.6	2179.9
0	2179.6	2013	2180.2
0	2179.9	2035.3	2203.5
0	2203.8	2035.7	2203.8
0	2205.2	2035.9	2204.3
0	2227.9	2036.1	2227.7
0	2228.2	2059.6	2251.6
0	2228.6	2059.8	2276.5
0	2229.2	2083.8	2299.8
0	2251.9	2084.3	2300.2
0	2276.3	2084.7	2300.6
0	2300.6	2107.6	2324.1
0	2324.8	2132.6	2324.8
0	2348.9	2155.3	2348.9
0	2349.2	2155.8	2349.2
0	2349.5	2156.1	2372.9
0	2373.1	2179.3	2396.6
0	2397.2	2179.9	2396.8
0	2421.3	2180.2	2397
0	2445.3	2203.9	2421.2
0	2446.8	2204.3	2445.4
0	2469.5	2227.7	2469.3
0	2469.9	2251.3	2493.5
0	2470.1	2251.5	2493.8
0	2470.8	2275.9	2518
0	2471.2	2276.3	2542
0	2493.9	2299.3	2542.2
0	2494.7	2323.7	2566.2
0	2495.1	2324.4	2590.2
0	2518.1	2324.7	2590.5
0	2518.3	2347.5	2614.4
0	2542.4	2347.7	2638.4
0	2566.5	2371.6	2638.7
0	2590.2	2372.9	2662.3
0	2590.6	2395.8	2686.8
0	2590.9	2396	2710.6
0	2591.1	2419.9	2710.9
0	2615.2	2420.4	2733.6
0	2615.6	2420.8	2734
0	2639.3	2421.1	2734.2
0	2662.8	2444.2	2734.4
0	2663	2444.6	2734.8
0	2663.4	2445	2757.9
0	2663.9	2445.4	2758.7
0	2664.1	2467.9	2758.9
0	2686.9	2468.1	2783.1
0	2710.8	2468.3	2806.3
0	2711.1	2468.5	2807
0	2711.6	2468.7	2829.9
0	2712	2469.1	2830.3
0	2734.9	2491.9	2830.8
0	2735.3	2492.2	2831.1
0	2735.7	2492.5	2854.4
0	2735.9	2492.9	2854.8
0	2736.1	2493.1	2855.2
0	2759	2493.4	2878.4
0	2783.5	2516	2878.8
0	2807.5	2516.9	2879.2
0	2807.7	2517.5	2879.6
0	2831.5	2517.9	2903.8
0	2831.9	2541.5	2928
0	2832.4	2541.9	2951.9
0	2832.7	2565.3	2952.1
0	2833.7	2565.9	2975.9
0	2855.7	2566.1	2976.2
0	2856	2589.2	0
0	2880.5	2589.5	0
0	2904.4	2589.9	0
0	2904.6	2590.2	0
0	2905.9	2613.3	0
0	2928.5	2613.6	0
0	2952.5	2614	0
0	2952.7	2614.3	0
0	2953	2636.8	0
0	2976.8	2637.4	0
0	2977	2637.6	0
0	2977.8	2638	0
0	0	2638.4	0
0	0	2661.8	0
0	0	2662.1	0
0	0	2685.3	0
0	0	2685.6	0
0	0	2685.9	0
0	0	2686.3	0
0	0	2709.1	0
0	0	2709.3	0
0	0	2709.5	0
0	0	2710.5	0
0	0	2710.9	0
0	0	2733.5	0
0	0	2757.9	0
0	0	2758.3	0
0	0	2781.8	0
0	0	2782.1	0
0	0	2805.7	0
0	0	2829.7	0
0	0	2854.1	0
0	0	2854.4	0
0	0	2878.1	0
0	0	2902.5	0
0	0	2902.9	0
0	0	2903.2	0
0	0	2903.5	0
0	0	2925.4	0
0	0	2926.9	0
0	0	2927.3	0
0	0	2927.6	0
0	0	2950.8	0
0	0	2951.1	0
0	0	2951.5	0
0	0	2951.8	0
0	0	2974.5	0
0	0	2974.9	0
0	0	2975.1	0
0	0	2975.5	0
0	0	2975.8	0
0	0	2999	0
0	0	2999.6	0
0	0	3000	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
