90.1	4	0.11	0	0.15	0.985119	0.199009	0.368472	0	0	0
120.1	4	0.11	0	0.15	0.981295	0.168518	0.360632	0	0	0
150.1	4	0.11	0	0.15	0.982781	0.169904	0.361402	0	0	0
180.1	4	0.11	0	0.15	0.987959	0.202291	0.370104	0	0	0
210.1	4	0.11	0	0.15	0.983393	0.247758	0.380019	0	0	0
240.1	4	0.11	0	0.15	0.981061	0.299825	0.394923	0	0	0
270.1	4	0.11	0	0.15	0.982869	0.358931	0.415688	0	0	0
300.1	4	0.11	0	0.15	0.988327	0.421967	0.441612	0	0	0
330	4	0.11	0	0.15	0.983599	0.501388	0.474124	0	0	0
360	4	0.11	0	0.15	0.981424	0.581565	0.511003	0	0	0
390	4	0.11	0	0.15	0.983001	0.693637	0.567256	0	0	0
420	4	0.11	0	0.15	0.989757	0.805078	0.627804	0	0	0
450	4	0.11	0	0.15	0.986883	0.887999	0.672699	0	0	0
480	4	0.11	0	0.15	0.985782	0.918441	0.689567	0	0	0
510	4	0.11	0	0.15	0.986505	0.935242	0.699153	0	0	0
540	4	0.11	0	0.15	0.991393	0.945641	0.705865	0	0	0
570	4	0.11	0	0.15	0.988133	0.951807	0.708788	0	0	0
600	4	0.11	0	0.15	0.986551	0.957545	0.711781	0	0	0
630	4	0.11	0	0.15	0.987157	0.957272	0.711731	0	0	0
660	4	0.11	0	0.15	0.991751	0.961355	0.714826	0	0	0
690	4	0.11	0	0.15	0.988654	0.961421	0.714333	0	0	0
720	4	0.11	0	0.15	0.98715	0.965381	0.716335	0	0	0
750	4	0.11	0	0.15	0.987835	0.96299	0.715093	0	0	0
780	4	0.11	0	0.15	0.992076	0.966861	0.718008	0	0	0
810	4	0.11	0	0.15	0.989091	0.965503	0.716728	0	0	0
840	4	0.11	0	0.15	0.987635	0.969434	0.718723	0	0	0
870	4	0.11	0	0.15	0.988388	0.966446	0.71715	0	0	0
900	4	0.11	0	0.15	0.992322	0.970436	0.720083	0	0	0
930	4	0.11	0	0.15	0.989424	0.968367	0.718413	0	0	0
960	4	0.11	0	0.15	0.988002	0.972249	0.720388	0	0	0
990	4	0.11	0	0.15	0.988815	0.969	0.718675	0	0	0
1020	4	0.11	0	0.15	0.992502	0.972954	0.721546	0	0	0
1050	4	0.11	0	0.15	0.989671	0.97046	0.719647	0	0	0
1080	4	0.11	0	0.15	0.988275	0.974189	0.721539	0	0	0
1110	4	0.11	0	0.15	0.989142	0.970848	0.719781	0	0	0
1140	4	0.11	0	0.15	0.992631	0.974662	0.72254	0	0	0
1170	4	0.11	0	0.15	0.989854	0.971924	0.720512	0	0	0
1200	4	0.11	0	0.15	0.988477	0.975457	0.722296	0	0	0
1230.1	4	0.11	0	0.15	0.989393	0.972125	0.720551	0	0	0
1260.1	4	0.11	0	0.15	0.992698	0.975794	0.723196	0	0	0
1290.1	4	0.11	0	0.15	0.98997	0.97292	0.721099	0	0	0
1320.1	4	0.11	0	0.15	0.988616	0.976254	0.722773	0	0	0
1350.1	4	0.11	0	0.15	0.989633	0.973001	0.721089	0	0	0
1380.1	4	0.11	0	0.15	0.99276	0.976442	0.723576	0	0	0
1410.1	4	0.11	0	0.15	0.990067	0.973531	0.721463	0	0	0
1440.1	4	0.11	0	0.15	0.988726	0.976656	0.72302	0	0	0
1470.1	4	0.11	0	0.15	0.98978	0.97352	0.72141	0	0	0
1500.1	4	0.11	0	0.15	0.992802	0.976766	0.723767	0	0	0
1530.1	4	0.11	0	0.15	0.990138	0.973869	0.721668	0	0	0
1560.1	4	0.11	0	0.15	0.988807	0.976818	0.723127	0	0	0
1590.1	4	0.11	0	0.15	0.989895	0.973812	0.721595	0	0	0
1620.1	4	0.11	0	0.15	0.99283	0.976883	0.723839	0	0	0
1650.1	4	0.11	0	0.15	0.990189	0.974028	0.721767	0	0	0
1680.1	4	0.11	0	0.15	0.988867	0.976823	0.72314	0	0	0
1710.1	4	0.11	0	0.15	0.989986	0.973949	0.721689	0	0	0
1740.1	4	0.11	0	0.15	0.992849	0.976864	0.723831	0	0	0
1770.1	4	0.11	0	0.15	0.990226	0.974065	0.721795	0	0	0
1800.1	4	0.11	0	0.15	0.988911	0.976728	0.723093	0	0	0
1830.1	4	0.11	0	0.15	0.990057	0.973981	0.721719	0	0	0
1860.1	4	0.11	0	0.15	0.99286	0.976757	0.723772	0	0	0
1890.1	4	0.11	0	0.15	0.990252	0.974021	0.721774	0	0	0
1920.1	4	0.11	0	0.15	0.988943	0.976569	0.723008	0	0	0
1950.1	4	0.11	0	0.15	0.990114	0.973944	0.721707	0	0	0
1980.1	4	0.11	0	0.15	0.992866	0.976596	0.723681	0	0	0
2010.1	4	0.11	0	0.15	0.99027	0.973927	0.721724	0	0	0
2040.1	4	0.11	0	0.15	0.988967	0.976374	0.7229	0	0	0
2070.1	4	0.11	0	0.15	0.990159	0.973863	0.721668	0	0	0
2100.1	4	0.11	0	0.15	0.992868	0.976404	0.723572	0	0	0
2130.1	4	0.11	0	0.15	0.990283	0.973802	0.721655	0	0	0
2160.1	4	0.11	0	0.15	0.988983	0.976161	0.722781	0	0	0
2190.1	4	0.11	0	0.15	0.990195	0.973755	0.721613	0	0	0
2220.1	4	0.11	0	0.15	0.992868	0.976198	0.723455	0	0	0
2250.1	4	0.11	0	0.15	0.990291	0.97366	0.721576	0	0	0
2280.1	4	0.11	0	0.15	0.988995	0.975942	0.722659	0	0	0
2310.1	4	0.11	0	0.15	0.990225	0.973632	0.721548	0	0	0
2340.1	4	0.11	0	0.15	0.992867	0.975988	0.723335	0	0	0
2370.1	4	0.11	0	0.15	0.990297	0.973512	0.721492	0	0	0
2400.1	4	0.11	0	0.15	0.989004	0.975726	0.722537	0	0	0
2430.1	4	0.11	0	0.15	0.990248	0.973504	0.721479	0	0	0
2460.1	4	0.11	0	0.15	0.992864	0.975782	0.723217	0	0	0
2490.1	4	0.11	0	0.15	0.9903	0.973365	0.721409	0	0	0
2520.1	4	0.11	0	0.15	0.98901	0.975517	0.722419	0	0	0
2550.1	4	0.11	0	0.15	0.990268	0.973376	0.721409	0	0	0
2580.1	4	0.11	0	0.15	0.992861	0.975584	0.723104	0	0	0
2610.1	4	0.11	0	0.15	0.990302	0.973222	0.721327	0	0	0
2640.1	4	0.11	0	0.15	0.989013	0.975321	0.722307	0	0	0
2670.1	4	0.11	0	0.15	0.990284	0.973252	0.721341	0	0	0
2700.1	4	0.11	0	0.15	0.992857	0.975398	0.722997	0	0	0
2730.1	4	0.11	0	0.15	0.990302	0.973086	0.72125	0	0	0
2760.1	4	0.11	0	0.15	0.989016	0.975137	0.722203	0	0	0
2790.1	4	0.11	0	0.15	0.990297	0.973134	0.721276	0	0	0
2820.1	4	0.11	0	0.15	0.992853	0.975225	0.722898	-700.721	-692.484	-695.367
2850.1	4	0.11	0	0.15	0.990302	0.972958	0.721177	-706.72	-706.558	-706.615
2880.1	4	0.11	0	0.15	0.989017	0.974968	0.722107	-713.063	-714.932	-714.278
2910.1	4	0.11	0	0.15	0.990308	0.973023	0.721215	-724.719	-724.552	-724.611
2940.1	4	0.11	0	0.15	0.99285	0.975065	0.722806	-730.718	-730.55	-730.609
2970.1	4	0.11	0	0.15	0.990301	0.97284	0.72111	-736.717	-736.548	-736.607
