0.02	23.4989	23.4989	23.4989	0.934323	0.924139	0.928179	0	0
0.02	23.5056	23.512	23.512	0.936351	0.941924	0.9397	0	0
0.02	23.535	23.535	23.535	0.93726	0.956346	0.948675	0	0
0.02	23.5265	23.4558	23.5265	0.951115	0.938586	0.943516	0	0
0.02	23.5459	23.4845	23.4845	0.948361	0.951973	0.950474	0	0
0.019	23.4725	23.4725	23.4725	0.933559	0.921592	0.926334	0	0
0.02	23.4577	23.5289	23.5289	0.92972	0.930353	0.92993	0	0
0.019	23.4494	23.4494	23.4494	0.947152	0.944976	0.945836	0	0
0.02	23.4869	23.4097	23.4869	0.936296	0.937075	0.936761	0	0
0.02	23.4371	23.3632	23.4371	0.905269	0.928876	0.919418	0	0
0.02	23.4312	23.4312	23.4312	0.930885	0.933678	0.932567	0	0
0.02	23.4646	23.4581	23.5319	0.925815	0.933056	0.929756	0	0
0.019	23.4248	23.4962	23.4962	0.92523	0.923112	0.923935	0	0
0.018	23.4752	23.5014	23.5014	0.943144	0.955987	0.950741	0	0
0.019	23.4481	23.4361	23.5148	0.945788	0.932033	0.937099	0	0
0.018	23.4841	23.4131	23.4131	0.927679	0.933721	0.931292	0	0
0.018	23.4543	23.5252	23.4589	0.936453	0.942613	0.940005	0	0
0.018	23.4906	23.4947	23.4906	0.941039	0.936214	0.938127	0	0
0.019	23.482	23.482	23.482	0.935896	0.935922	0.935829	0	0
0.017	23.4545	23.4279	23.5213	0.929577	0.943791	0.93757	0	0
0.019	23.5257	23.5257	23.5257	0.92299	0.921117	0.921827	0	0
0.018	23.4901	23.415	23.415	0.947911	0.936471	0.941016	0	0
0.017	23.5042	23.5042	23.5042	0.939338	0.940502	0.940017	0	0
0.018	23.5121	23.5495	23.4267	0.943549	0.947618	0.945485	0	0
0.018	23.3905	23.3905	23.3905	0.934074	0.938052	0.936358	0	0
0.019	23.5341	23.4596	23.4596	0.935361	0.942207	0.939461	0	0
0.019	23.4717	23.4609	23.4717	0.926863	0.93889	0.934068	0	0
0.018	23.4137	23.4781	23.4554	0.923018	0.927652	0.924694	0	0
0.018	23.4893	23.5005	23.438	0.932637	0.927211	0.929319	0	0
0.019	23.4209	23.4125	23.4209	0.93684	0.931896	0.933848	0	0
0.019	23.4573	23.5145	23.4426	0.931389	0.935067	0.933481	0	0
0.017	23.4111	23.4377	23.4377	0.940379	0.92451	0.929876	0	0
0.018	23.4868	23.494	23.4868	0.945803	0.940588	0.942539	0	0
0.016	23.4982	23.4109	23.4982	0.938243	0.946307	0.943029	0	0
0.016	23.4808	23.4072	23.4072	0.941416	0.9411	0.941201	0	0
0.017	23.5282	23.4758	23.4758	0.921314	0.930447	0.926722	0	0
0.017	23.4659	23.4619	23.5155	0.928533	0.934546	0.932152	0	0
0.017	23.5313	23.462	23.462	0.935729	0.934052	0.93451	0	0
0.016	23.5051	23.5051	23.5051	0.924832	0.922428	0.923359	0	0
0.016	23.5026	23.5026	23.5026	0.943186	0.943372	0.94329	0	0
0.016	23.4789	23.472	23.4732	0.924874	0.940878	0.933929	0	0
0.016	23.4011	23.4361	23.3867	0.940044	0.928648	0.932798	0	0
0.017	23.4042	23.465	23.465	0.939585	0.946273	0.943589	0	0
0.016	23.4481	23.4543	23.4494	0.93354	0.899271	0.912739	0	0
0.017	23.462	23.462	23.462	0.932399	0.924517	0.927649	0	0
0.016	23.5291	23.4652	23.4652	0.924097	0.916306	0.919396	0	0
0.017	23.4237	23.4237	23.4237	0.928897	0.939527	0.935238	0	0
0.017	23.4821	23.4277	23.4821	0.92786	0.937669	0.933714	0	0
0.004	22.8211	22.9884	22.8807	0.158103	0.186221	0.171275	0	0
0.005	23.1076	22.6116	22.8532	0.229848	0.285892	0.263336	0	0
0.005	15.9692	22.5005	22.5745	0.208045	0.287006	0.255507	0	0
0.016	23.4451	23.4451	23.4451	0.927297	0.917169	0.921179	0	0
0.004	21.6052	21.5004	20.639	0.195039	0.160386	0.172997	0	0
0.004	24.2176	22.9719	23.1731	0.131272	0.228882	0.189691	0	0
0.005	22.8793	22.7466	22.8725	0.197605	0.193723	0.195265	0	0
0.016	23.3836	23.4637	23.4637	0.939774	0.932742	0.935451	0	0
0.003	11.4738	22.0992	22.3255	0.21017	0.207507	0.208538	0	0
0.005	23.1887	22.7421	22.8551	0.328456	0.347098	0.336441	0	0
0.004	22.6415	22.8301	22.7382	0.325911	0.306467	0.313544	0	0
0.005	23.7856	22.6922	22.9035	0.180018	0.313288	0.260244	0	0
0.005	22.6663	22.684	22.6703	0.258672	0.270193	0.265264	0	0
0.006	23.5793	23.014	23.1729	0.325035	0.366672	0.347479	0	0
0.005	22.6621	22.862	22.7633	0.124039	0.137298	0.13062	0	0
0.015	23.4963	23.5227	23.4921	0.906023	0.898277	0.901216	0	0
0.002	11.0298	9.38245	15.0039	0.189459	0.181962	0.184073	0	0
0.005	22.5878	23.2523	22.9012	0.408628	0.280703	0.325405	0	0
0.002	21.9268	22.358	22.2236	0.314504	0.293939	0.298036	0	0
0.002	11.093	11.5159	6.67984	0.143657	0.199316	0.17621	0	0
0.006	23.2405	23.2463	23.2685	0.669686	0.702638	0.689529	0	0
0.014	23.4477	23.4872	23.4872	0.932231	0.922278	0.926201	0	0
0.013	23.4543	23.4738	23.4606	0.912552	0.922516	0.918433	0	0
0.014	23.4553	23.3948	23.3992	0.923594	0.917351	0.919554	0	0
0.014	23.4421	23.4347	23.4389	0.932129	0.943872	0.939099	0	0
0.014	23.4584	23.4844	23.4584	0.926891	0.924921	0.925673	0	0
0.015	23.4991	23.4966	23.5155	0.946536	0.943936	0.944968	0	0
0.002	11.3527	22.0006	7.3387	0.155455	0.204651	0.181378	0	0
0.015	23.4896	23.459	23.459	0.929498	0.934728	0.932479	0	0
0.013	23.4064	23.4346	23.4054	0.917195	0.912863	0.914473	0	0
0.006	22.7857	22.0392	22.6908	0.196107	0.350358	0.283276	0	0
0.014	23.4061	23.3981	23.3981	0.900559	0.931091	0.91893	0	0
0.014	23.4564	23.4712	23.4564	0.908016	0.917482	0.91369	0	0
0.015	23.4866	23.4571	23.4865	0.935112	0.935825	0.935413	0	0
0.015	23.456	23.4306	23.4306	0.923587	0.94143	0.934281	0	0
0.013	23.4707	23.4707	23.4707	0.907789	0.907876	0.907743	0	0
0.006	23.1919	22.7993	22.9907	0.323345	0.365027	0.347491	0	0
0.012	23.496	23.4672	23.4961	0.89329	0.91687	0.907218	0	0
0.006	23.1212	23.0114	23.039	0.554489	0.586172	0.572301	0	0
0.012	23.4513	23.3924	23.418	0.88209	0.891847	0.887967	0	0
0.007	23.0008	23.115	23.058	0.599142	0.552673	0.567658	0	0
0.012	23.5061	23.4934	23.4945	0.911067	0.928115	0.92051	0	0
0.013	23.439	23.4281	23.4167	0.8999	0.925114	0.914905	0	0
0.006	23.2188	22.812	22.9311	0.417339	0.530087	0.478397	0	0
0.007	23.0963	23.0771	23.0949	0.615335	0.594353	0.602403	0	0
0.015	23.5043	23.5011	23.5043	0.935488	0.951188	0.944944	0	0
0.012	23.4815	23.4815	23.4815	0.900079	0.914986	0.909057	0	0
0.007	23.1621	23.1851	23.1909	0.636673	0.575667	0.59979	0	0
0.014	23.4879	23.4875	23.4821	0.900131	0.924889	0.915039	0	0
0.006	23.0527	23.0495	23.0395	0.482013	0.510673	0.496591	0	0
0.014	23.4571	23.4494	23.4281	0.885499	0.910571	0.900416	0	0
0.006	22.7051	22.9532	22.8518	0.423733	0.37199	0.392551	0	0
0	22.2203	21.8069	9.88424	0.323686	0.347106	0.337329	0	0
0.013	23.4368	23.438	23.4108	0.911584	0.940401	0.928847	0	0
0.013	23.5051	23.4839	23.4992	0.899685	0.932224	0.919167	0	0
0.012	23.5209	23.4653	23.497	0.937933	0.935098	0.936146	0	0
0.011	23.3959	23.3959	23.3959	0.909361	0.920456	0.916044	0	0
0.013	23.4039	23.3989	23.3989	0.904477	0.904418	0.904317	0	0
0.013	23.4661	23.4272	23.4272	0.906258	0.919676	0.914313	0	0
0.012	23.4782	23.489	23.449	0.946365	0.897232	0.916743	0	0
0.015	23.4825	23.4955	23.4971	0.909481	0.909124	0.909266	0	0
