0.01	23.7	0.15	0.45	1
0.01	24.5	0.15	0.45	1
0.01	24.4	0.15	0.45	1
0.01	24.5	0.15	0.4	1
0.01	24.3	0.15	0.45	1
0.01	24.2	0.15	0.45	1
0.01	24.4	0.15	0.4	1
0.01	23.5	0.15	0.45	1
0.01	24.8	0.15	0.45	1
0.01	24.7	0.15	0.45	1
0.01	24.9	0.15	0.45	1
0.01	24	0.15	0.45	1
0.01	23.4	0.15	0.45	1
0.01	24.3	0.15	0.4	1
0.01	23.3	0.15	0.45	1
0.01	23.9	0.15	0.45	1
0.01	24	0.15	0.4	1
0.01	23.8	0.15	0.45	1
0.01	23	0.15	0.45	1
0.01	23.6	0.15	0.45	1
0.01	23.1	0.15	0.45	1
0.01	25.3	0.15	0.4	0
0.01	22.8	0.15	0.45	1
0.01	24.8	0.15	0.4	1
0.01	25.4	0.15	0.4	0
0.01	23.2	0.15	0.45	1
0.01	24.9	0.15	0.4	1
0.01	25	0.15	0.4	1
0.01	22.9	0.15	0.45	1
0.01	25.2	0.15	0.4	0
0.01	22.6	0.15	0.45	0
0.01	24.1	0.15	0.4	1
0.01	24.2	0.15	0.4	1
0.01	22.5	0.15	0.45	0
0.01	25.2	0.15	0.35	0
0.01	22.7	0.15	0.45	1
0.01	22.6	0.15	0.4	0
0.01	23.9	0.15	0.4	1
0.01	23.7	0.15	0.4	1
0.01	25.3	0.15	0.35	0
0.01	25.1	0.15	0.35	0
0.01	24.6	0.15	0.4	1
0.01	24.7	0.15	0.4	1
0.01	24.6	0.15	0.45	1
0.01	22.7	0.15	0.4	0
0.01	24.1	0.15	0.45	1
0.01	25	0.15	0.35	0
0.01	25.1	0.15	0.4	0
0.01	22.5	0.15	0.4	0
0.01	25.4	0.15	0.35	0
0.01	23.5	0.15	0.4	1
0.01	23.8	0.15	0.4	1
0.01	23.1	0.15	0.4	1
0.01	23.2	0.15	0.4	1
0.01	23	0.15	0.4	1
0.01	22.9	0.15	0.4	1
0.01	23.6	0.15	0.4	1
0.01	22.8	0.15	0.4	1
0.01	23.3	0.15	0.4	1
0.01	23.4	0.15	0.4	1
0.01	23.9	0.15	0.35	1
0.01	24.2	0.15	0.35	1
0.01	23.4	0.15	0.35	1
0.01	23.5	0.15	0.35	1
0.01	23.9	0.15	0.3	1
0.01	23.6	0.15	0.3	1
0.01	24.6	0.15	0.35	1
0.01	23.5	0.15	0.3	1
0.01	24.1	0.15	0.35	1
0.01	24	0.15	0.35	1
0.01	23.8	0.15	0.3	1
0.01	22.7	0.15	0.3	0
0.01	24.4	0.15	0.35	1
0.01	25.2	0.15	0.45	0
0.01	22.6	0.15	0.3	0
0.01	23.2	0.15	0.35	1
0.01	22.8	0.15	0.3	0
0.01	23.3	0.15	0.3	1
0.01	23.4	0.15	0.3	1
0.01	24.9	0.15	0.35	1
0.01	23.2	0.15	0.3	1
0.01	24.8	0.15	0.35	1
0.01	23.3	0.15	0.35	1
0.01	23	0.15	0.35	1
0.01	23.7	0.15	0.3	1
0.01	24.5	0.15	0.35	1
0.01	23.7	0.15	0.35	1
0.01	25.1	0.15	0.45	1
0.01	23.6	0.15	0.35	1
0.01	24.7	0.15	0.35	1
0.01	25.3	0.15	0.45	0
0.01	24.3	0.15	0.35	1
0.01	22.9	0.15	0.3	0
0.01	23.8	0.15	0.35	1
0.01	25.4	0.15	0.45	0
0.01	23	0.15	0.3	0
0.01	23.1	0.15	0.3	1
0.01	22.5	0.15	0.3	0
0.01	23.1	0.15	0.35	1
0.01	25	0.15	0.45	1
0.01	24.2	0.15	0.3	1
0.01	22.6	0.15	0.35	0
0.01	24.6	0.15	0.3	1
0.01	24.8	0.15	0.3	1
0.01	24	0.15	0.3	1
0.01	24.1	0.15	0.3	1
0.01	25.1	0.15	0.3	0
0.01	22.8	0.15	0.35	0
0.01	22.7	0.15	0.35	0
0.01	24.4	0.15	0.3	1
0.01	25	0.15	0.3	0
0.01	24.9	0.15	0.3	0
0.01	24.7	0.15	0.3	1
0.01	24.3	0.15	0.3	1
0.01	24.5	0.15	0.3	1
0.01	22.9	0.15	0.35	1
0.01	25.2	0.15	0.3	0
0.01	25.3	0.15	0.3	0
0.01	25.4	0.15	0.3	0
0.01	22.5	0.15	0.35	0
