3000.1	3	1	6	0.1	0.05	0	0.1	0.05	0.401274	0.236881	0.207873	2.215	23.8862	24.4494	24.3367
3000.1	3	1	17	0.1	0.05	0	0.1	0.05	0.28549	0.12226	0.116029	1.45625	23.7587	24.3019	24.1932
3000.1	3	1	21	0.1	0.05	0	0.1	0.05	0.419565	0.0685735	0.103158	5.829	24.77	24.3834	24.4607
3000.1	3	1	8	0.1	0.05	0	0.1	0.05	0.415976	0.0614025	0.0981727	2.379	24.4937	24.3434	24.3735
3000.1	3	1	9	0.1	0.05	0	0.1	0.05	0.462387	0.0636729	0.107433	0.33175	24.2425	24.5128	24.4587
3000.1	3	1	20	0.1	0.05	0	0.1	0.05	0.351471	0.223758	0.193647	4.93625	24.5937	24.4519	24.4802
3000.1	3	1	11	0.1	0.05	0	0.1	0.05	0.330219	0.120798	0.119121	1.913	24.21	24.6466	24.5592
3000.1	3	1	13	0.1	0.05	0	0.1	0.05	0.319435	0.0777762	0.0928124	2.4485	24.3	24.4984	24.4587
3000.1	3	1	16	0.1	0.05	0	0.1	0.05	0.407519	0.189422	0.176915	3.4665	24.485	24.4625	24.467
3000.1	3	1	12	0.1	0.05	0	0.1	0.05	0.247731	0.0790675	0.0809805	1.71925	24.1175	24.2003	24.1837
3000.1	3	1	14	0.1	0.05	0	0.1	0.05	0.268695	0.184586	0.158882	0.586	24.1062	24.4981	24.4197
3000.1	3	1	15	0.1	0.05	0	0.1	0.05	0.499203	0.110599	0.135878	5.75625	24.8337	24.2978	24.405
3000.1	3	1	19	0.1	0.05	0	0.1	0.05	0.226685	0.0543481	0.0658892	0.263	24.065	24.2687	24.228
3000.1	3	1	5	0.1	0.05	0	0.1	0.05	0.532636	0.147185	0.161307	1.001	24.285	24.5134	24.4677
3000.1	3	1	2	0.1	0.05	0	0.1	0.05	0.181794	0.275706	0.223609	1.369	25.0862	24.1244	24.3167
3000.1	3	1	18	0.1	0.05	0	0.1	0.05	0.404862	0.259871	0.224453	0.46125	24.4737	24.6159	24.5875
3000.1	3	1	10	0.1	0.05	0	0.1	0.05	0.659721	0.104692	0.157704	6.895	24.4437	24.3216	24.346
3000.1	3	1	7	0.1	0.05	0	0.1	0.05	0.298905	0.184136	0.160606	0.2575	24.3137	24.3303	24.327
3000.1	3	1	24	0.1	0.05	0	0.1	0.05	0.291563	0.0564661	0.0751905	4.60775	24.7712	24.0459	24.191
3000.1	3	1	1	0.1	0.05	0	0.1	0.05	0.0962663	0.117599	0.0960882	3.13475	25.3137	24.5081	24.6692
3000.1	3	1	0	0.1	0.05	0	0.1	0.05	0.221663	0.112146	0.100101	0.7395	24.9537	24.4222	24.5285
3000.1	3	1	3	0.1	0.05	0	0.1	0.05	0.342568	0.201312	0.175512	1.76175	24.8062	24.4134	24.492
3000.1	3	1	4	0.1	0.05	0	0.1	0.05	0.325441	0.0926201	0.101099	1.09	24.3162	24.4244	24.4027
3000.1	3	1	22	0.1	0.05	0	0.1	0.05	0.574556	0.174369	0.181069	2.909	24.8725	24.2466	24.3717
3000.1	3	1	23	0.1	0.05	0	0.1	0.05	0.643296	0.175311	0.191797	9.72425	25.4225	24.2887	24.5155
4000.1	3	1	17	0.1	0.05	0	0.1	0.05	0.961417	0.144248	0.224272	0.683	24.0462	24.3131	24.2597
4000.1	3	1	6	0.1	0.05	0	0.1	0.05	0.954588	0.813354	0.678117	0.836	24.1987	24.6684	24.5745
4000.1	3	1	21	0.1	0.05	0	0.1	0.05	0.820933	0.203615	0.231331	7.45625	24.5587	24.7203	24.688
