1770	1769.7	1769.8
1770.3	1793.8	1793.8
1794.1	1817.8	1817.9
1818	1841.8	1841.8
1842	1865.7	1865.7
1866	1889.7	1889.7
1866.3	1913.5	1889.9
1889.7	1913.7	1913.8
1914.1	1937.8	1937.8
1938.2	1961.8	1961.8
1962.2	1985.5	1985.8
1986	1985.8	1986
2010.2	2009.7	2010
2034.1	2009.9	2033.9
2058.3	2033.9	2057.9
2082.4	2057.9	2081.9
2106.3	2081.9	2082.1
2130.2	2105.8	2105.9
2154	2129.9	2106.1
2178	2153.9	2130
1770	1769.7	1769.8
1770.3	1793.8	1793.8
1794.1	1817.8	1817.9
1818	1841.8	1841.8
1842	1865.7	1865.7
1866	1889.7	1889.7
1866.3	1913.5	1889.9
1889.7	1913.7	1913.8
1914.1	1937.8	1937.8
1938.2	1961.8	1961.8
1962.2	1985.5	1985.8
1986	1985.8	1986
2009.2	2009.7	2009.6
2032.6	2033.1	2033
2056.4	2057	2056.4
2080.4	2080.6	2056.9
2103.8	2104.1	2080.5
2104	2127.9	2104.1
2127.6	2151.7	2127.9
2127.8	2175.3	2151.6
1770	1769.7	1769.8
1770.3	1793.8	1793.8
1794.1	1817.8	1817.9
1818	1841.8	1841.8
1842	1865.7	1865.7
1866	1889.7	1889.7
1866.3	1913.5	1889.9
1889.7	1913.7	1913.8
1914.1	1937.8	1937.8
1938.2	1961.8	1961.8
1962.2	1985.5	1985.8
1986	1985.8	1986
2011	2009.9	2009.9
2035	2033.8	2033.8
2059.1	2057.8	2057.8
2083.4	2081.7	2081.7
2107.3	2105.7	2105.7
2131.4	2129.2	2129.8
2154.8	2129.8	2153.8
2178.5	2153.8	2177.7
